Hisse,Adı,Sektör,Alt Grup,Açıklama,Beta,Fiyat/Kazanç Oranı,PD/DD Oranı,Fiyat/Satış Oranı,Kâr Marjı (%),Dolaşımdaki Lot,Toplam Gelir,Net Kâr,Son Kapanış Fiyatı,52 Hafta En Yüksek,52 Hafta En Düşük,Ortalama Hacim (10 gün),Temettü Verimi (%),Son Temettü Tarihi,Piyasa Değeri,Son Fiyat,1 Ay Değişim (%),3 Ay Değişim (%),6 Ay Değişim (%),1 Yıl Değişim (%),3 Yıl Değişim (%),5 Yıl Değişim (%),Volatilite
TSKB.IS,T.S.K.B.,Financial Services,Banks - Regional,"Türkiye Sinai Kalkinma Bankasi A.S. operates as a development and investment bank in Turkey and internationally. The company provides corporate loans for renewable energy, industrial investments, energy and resource efficiency, women's employment and equal opportunity, environmental investments, investments in developing regions, research and development and innovation, occupational health and safety, education and health investments, and working capital financing. It also offers project finance for energy generation and power plants, including hydroelectric, geothermal, wind, solar, biomass, and combined cycle natural gas plants; electricity and natural gas distribution projects; mergers and acquisitions; logistics, transportation, and telecommunications; and public - private partnership projects. In addition, the company provides other loan products, such as wholesale banking loans, foreign trade finance, and financial leasing; letter of guarantees/external guarantees/letter of credits; and export/Eximbank endorsement, and country loans. Further, it offers corporate finance products and services consisting of public offering preparation and brokerage, debt instrument issues, and mergers and acquisitions advisory; derivatives products comprising forward contracts, options, caps and floors, swap transactions, and swaptions; currency exchange, repo, warrant, and foreign derivative transactions; securities loans; brokerage for stock and bonds trading; and portfolio management and investment advisory services. Additionally, the company provides financial planning and strategy, feasibility, valuation, and restructuring services, as well as sectoral analysis studies; and technical advisory, real estate appraisal, economic research, and sustainability consultancy services. Türkiye Sinai Kalkinma Bankasi A.S. was incorporated in 1950 and is headquartered in Istanbul, Turkey.",0.816,3.726708,1.1485451,2.3860164,64.074,2800000000,14082049024,9022996480,12.01,13.22,5.99,21489342,,Bilinmiyor,33600000000,12,-4.686260091,1.6088024863039534,-2.991106621,77.77777777777779,,982.3249204,0.5274287527023545
TSPOR.IS,TRABZONSPOR SPORTIF,Communication Services,Entertainment,"Trabzonspor Sportif Yatirim ve Futbol Isletmeciligi Ticaret A.S. operates Trabzonspor Professional Football Team. It engages in activities related to its sports teams, including broadcasting, sponsorship, and advertising agreements; and publishes an electronic sports magazine. The company was formerly known as Trabzonspor Sportif Yatirim ve Ticaret A.S. and changed its name to Trabzonspor Sportif Yatirim ve Futbol Isletmeciligi Ticaret A.S. in May 2011. The company was incorporated in 1994 and is headquartered in Trabzon, Turkey. Trabzonspor Sportif Yatirim ve Futbol Isletmeciligi Ticaret A.S. is a subsidiary of Trabzonspor Futbol Isletmeciligi Tic. A.S.",0.305,Bilinmiyor,4.9999995,3.8143039,-42.041,7500000256,1769654528,-743980992,0.89,2.75,0.88,258316963,,Bilinmiyor,6750000128,0.8999999761581421,-6.250000388,-14.28571266,-58.71559869,-42.7935837,,64.09254434124743,0.696016406
TTKOM.IS,TURK TELEKOM,Communication Services,Telecom Services,"Türk Telekomünikasyon Anonim Sirketi, together with its subsidiaries, provides integrated telecommunication services in Turkey. The company operates in two segments, Fixed Line and Mobile. It offers mobile, Internet, phone and TV products and services under the Türk Telekom brand. The company also provides PSTN and wholesale broadband services; retail Internet services, IPTV, satellite TV, Web TV, mobile TV, and smart TV services; IT solutions; convergence technologies; online education software; project development and corporate venture capital services; and wholesale data and capacity services. In addition, the company offers TV Broadcasting and VOD services; telecommunications devices sales; payment and e-money services; and web portal and computer programming services. Further, it provides call center, electric supply and sales, and facilities support services; and engages in consumer finance activities. The company was founded in 1840 and is headquartered in Ankara, Turkey. Türk Telekomünikasyon Anonim Sirketi is a subsidiary of LYY Telekomünikasyon A.S.",0.56,7.7309732,1.1316355,1.4030309,18.157,3500000000,1.08964E+11,19784267776,44.24,57.8,23.5,18164859,,Bilinmiyor,1.5288E+11,43.68000030517578,-6.145252587,-20.36462804,-10.71136153,79.16325598348509,,641.4356219591003,0.4508654207102259
TTRAK.IS,TURK TRAKTOR,Industrials,Farm & Heavy Construction Machinery,"Türk Traktör ve Ziraat Makineleri A.S. engages in the manufacture and sale of tractor and agricultural equipment worldwide. It also offers construction equipment. The company offers its products under the New Holland, Case, TürkTraktör, and Servisim brands. The company was formerly known as Minneapolis Moline Türk Traktör ve Ziraat Makineleri A.S. and changed its name to Türk Traktör ve Ziraat Makineleri A.S. in 1968. Türk Traktör ve Ziraat Makineleri A.S. was founded in 1954 and is based in Ankara, Turkey.",1.259,8.120256,3.758606,1.4278584,13.014000000000001,100067000,48741949440,6343425024,693.5,1082,660,220088,3.82,Bilinmiyor,69596602368,695.5,-10.08403361,-1.464924978,-22.10834261,16.106480636628344,,3419.3835017972738,0.4291178341618512
TUCLK.IS,TUGCELIK,Industrials,Metal Fabrication,"Tugçelik Alüminyum Ve Metal Mamulleri Sanayi Ve Ticaret A.S. produces and sells aluminum die casting parts in Turkey. The company also engages in the melting, die casting, mold production, CNC machining, and other production activities. It serves automotive, white goods, telecommunication, agricultural tools, mechanical, and electrical industries. The company was founded in 1988 and is headquartered in Istanbul, Turkey.",0.261,2.6020942,0.81455374,1.3010737,24.796000000000003,180000000,1375171840,340982368,9.97,16.17,8.61,2781778,,Bilinmiyor,1789199872,9.93999958,-4.606530637,-7.362534907,-23.83142195,-5.781996202,,1358.192038129288,0.6291398096708153
TUKAS.IS,TUKAS,Consumer Defensive,Packaged Foods,"Tukas Gida Sanayi ve Ticaret A.S., together with its subsidiaries, engages in the manufacture and sale of food products in Turkey and internationally. It offers tomato and pepper pastes, dried and grated tomatoes, sauces, spreads, and condiments; roasted and canned products; boiled products; and pickles, ready to serve foods, jams, and olives, as well as catering products. The company sells its products under the Tukas brand name. Tukas Gida Sanayi ve Ticaret A.S. was founded in 1962 and is headquartered in Izmir, Turkey.",Bilinmiyor,Bilinmiyor,0.95957476,2.2335663,20.086999,1472310016,4521937408,908308544,6.78,9.8,6.18,15861646,,Bilinmiyor,10100046848,6.860000133514404,2.3880646090170052,-5.379308503,-8.533331553,8.888887711513226,,223.81125692952583,0.5280220825432633
TUPRS.IS,TUPRAS,Energy,Oil & Gas Refining & Marketing,"Türkiye Petrol Rafinerileri A.S., together with its subsidiaries, engages in the refining crude oil, petroleum, and chemical products in Turkey and internationally. It is involved in purchasing, selling, importing, exporting, storing, and marketing petroleum products, liquid petroleum gas, and natural gas. The company's products include liquid petroleum gases, liquid fuel oils, diesel, base oils, waxes, extracts, and bitumen and bitumen binders, as well as white spirits, clarified oils, petroleum coke, and sulphur products. It also engages in the transportation of crude oil and petroleum products; operation of factories and facilities in petrochemical and related industries; trading of crude oil and petroleum products; electricity and steam production and trade; air, sea, land, and rail transportation; and mooring and tug services. The company was incorporated in 1983 and is headquartered in Istanbul, Turkey.",0.82,0.5645994,1.1335554,0.4536087,7.242999999999999,1926800000,6.04025E+11,43746828288,143.3,204.1,137.1,13347630,16.409999,Bilinmiyor,2.73991E+11,142.10000610351562,-4.242426297,-10.50969289,-10.87475534,16.932138668545768,,913.2661787842981,0.4126998163501978
TUREX.IS,TUREKS TURIZM TASIMACILIK,Industrials,Railroads,"Tureks Turizm Tasimacilik Anonim Sirketi provides transportation services to the public and private institutions in Turkey. It primarily offers personnel, public, and student transport services; fleet leasing solutions to corporate customers; and tourism services. The company was incorporated in 2002 and is based in Istanbul, Turkey.",0.125,35.558136,4.486634,4.623598,11.411,108000000,3571504128,407536992,152.9,154.4,26.94,462857,,Bilinmiyor,16513199104,152.89999389648438,36.51785169328962,50.93779792,158.05906142866561,447.63607979466764,,1058.333303832044,0.5581660009359405
TURGG.IS,TURKER PROJE GAYRIMENKUL,Real Estate,Real Estate - Development,"Türker Proje Gayrimenkul ve Yatirim Gelistirme A.S., develops real estate properties in Turkey. The company was formerly known as Mutlu Yatirim Proje ve Gayrimenkul Gelistirme A.S. and changed its name to Türker Proje Gayrimenkul ve Yatirim Gelistirme A.S. in May 2015. The company was incorporated in 2013 and is headquartered in Istanbul, Turkey. Türker Proje Gayrimenkul ve Yatirim Gelistirme A.S. is a subsidiary of Türker Yatirim Holding A.S.",0.642,18.276974,2.8323026,Bilinmiyor,,7120700,Bilinmiyor,221199616,574,917.5,391.25,80517,,Bilinmiyor,4040997376,567.5,10.301263362487852,17.799688635184225,-7.723577236,32.053519488074464,,1354.3823509542951,0.601770301
TURSG.IS,TURKIYE SIGORTA,Financial Services,Insurance - Property & Casualty,"Türkiye Sigorta A.S. operates as a non-life insurance company in Turkey. The company offers auto and non-auto accident, fire, transportation, engineering, health, agriculture, liabilities, financial losses, loan, and legal protection insurance products. It also provides reinsurance products. The company was formerly known as Günes Sigorta Anonim Sirketi and changed its name to Türkiye Sigorta A.S. in August 2020. The company was incorporated in 1957 and is headquartered in Istanbul, Turkey. Türkiye Sigorta A.S. operates as a subsidiary of TVF Finansal Yatirimlar AS.",0.926,50.16129,3.370178,1.4666975,20.195,5000000000,53010251776,10705488896,15.6,19.374208,8.325799,29564674,1.3200001,Bilinmiyor,77750001664,15.550000190734863,22.440948222617628,24.599365072960673,-10.6667582,88.85969925345007,,3498.8328879608443,0.47605139013673625
UFUK.IS,UFUK YATIRIM,Industrials,Rental & Leasing Services,"UFUK Yatirim Yonetim ve Gayrimenkul A.S. engages in financial leasing business in Turkey. It leases machinery, equipment, land and sea transport vehicles, and other fixed assets. The company was formerly known as Fon Sinai Yatirimlar A.S. and changed its name to UFUK Yatirim Yonetim ve Gayrimenkul A.S. in May 2016. UFUK Yatirim Yonetim ve Gayrimenkul A.S. was founded in 1995 and is headquartered in Istanbul, Turkey. UFUK Yatirim Yonetim ve Gayrimenkul A.S. operates as a subsidiary of Yildiz Holding A.S.",0.297,98.74582,22.935602,289.57123,288.81899999999996,42479200,86624512,250188144,610,717,85,72687,,Bilinmiyor,25083967488,590.5,14.883268482490273,13.996138996138995,19.776876267748477,454.9811950485517,,21851.67239550752,0.8232528125442194
ULAS.IS,ULASLAR TURIZM YAT.,Consumer Cyclical,Lodging,"Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. engages in the tourism management and sale of durable consumer goods in Turkey. The company operates hotels under the Club Hotel Ulaslar and Viva Ulaslar Hotel names. Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. was founded in 1977 and is headquartered in Ankara, Turkey.",0.436,97.5625,2.861857,Bilinmiyor,,25382200,Bilinmiyor,8059181,31.34,37.98,11.15,282044,,Bilinmiyor,792432256,31.219999313354492,11.103198895122503,5.472969293942718,37.291115336802626,160.60100589558618,,3234.5329769688315,0.6934070023828883
ULKER.IS,ULKER BISKUVI,Consumer Defensive,Confectioners,"Ülker Bisküvi Sanayi A.S., together with its subsidiaries, engages in the manufacture and sale of biscuits, chocolates, chocolate coated biscuits, wafers, and cakes in Turkey and internationally. The company also offers sweet biscuit, crackers, Bebe biscuits, light snacks, gum, candy, gift chocolate and candies, kid's snacks, and food supplements. In addition, it is involved in the trading and investment activities. The company was founded in 1944 and is headquartered in Istanbul, Turkey. Ülker Bisküvi Sanayi A.S operate as a subsidiary of Yildiz Holding A.S.",0.348,8.158706,1.447552,0.6777367,8.306,369276000,57701363712,4792411136,105.8,188.7,72.8,5242051,,Bilinmiyor,39106330624,105.9000015258789,-3.989121853,-28.97384494,-37.26303341,45.46702896507897,,387.9896851038697,0.4584872690848498
ULUFA.IS,ULUSAL FAKTORING,Bilinmiyor,Bilinmiyor,"Ulusal Faktoring A.S. provides factoring services in Turkey. The company was incorporated in 1999 and is headquartered in Istanbul, Turkey.",-0.426,Bilinmiyor,1.4189004,Bilinmiyor,17.607999999999997,Bilinmiyor,5006234112,881497984,15.51,17.05,8.12,1178946,,Bilinmiyor,Bilinmiyor,15.510000228881836,2.6472573215964696,21.83818371259057,15.059352786214793,96.08763108346902,,539.1377303210434,0.629624335
ULUSE.IS,ULUSOY ELEKTRIK,Industrials,Electrical Equipment & Parts,"Ulusoy Elektrik Imalat Taahhüt ve Ticaret A.S. manufactures and sells electrical equipment for medium voltage power distribution networks and industrial plants in Turkey. It offers metal enclosed modular, metal clad, and gas insulated switchgears; and compact transformer substations, medium voltage distribution transformers and switchgear components, and medium voltage cable accessories, as well as relays. The company was incorporated in 1985 and is headquartered in Ankara, Turkey. Ulusoy Elektrik Imalat Taahhüt ve Ticaret A.S. (IBSE:ULUSE) operates as a subsidiary of Eaton Corporation plc.",-0.21,Bilinmiyor,16.345787,4.095336,-2.782,80000000,3350152448,-93206240,163.7,216.5,118,122145,,Bilinmiyor,13720000512,171.5,-4.986149584,8.065534529236542,-2.501417879,45.09306635185194,,577.3301819393668,0.5793616158828594
ULUUN.IS,ULUSOY UN SANAYI,Consumer Defensive,Packaged Foods,"Ulusoy Un Sanayi ve Ticaret A.S. produces and sells wheat flour in Turkey. The company offers chapati, noodle, bread and bagetet rack, hamburger, toast, crown, dumplings, pizza, tortilla, filler, biscuit, wafer, cake, cracker, cookie, simit, play dough, mantilik, milfife, trako makine, rye, esmer village bread, coating, yellow wheat, breadcrumbs, noodle, and soft noodle flour products; and products for high gluten aqua feed and aqua feed, as well as home use products. It also manufactures, wholesales, retail purchases, sales, and imports and exports of foodstuffs; trading of grains; and warehousing activities for the storage of agricultural products. The company exports its wheat flour to 92 countries in 5 continents from Far East to the Caribbean Islands covering Africa and the Middle East countries. Ulusoy Un Sanayi ve Ticaret A.S. was founded in 1969 and is headquartered in Samsun, Turkey.",Bilinmiyor,1.4308755,0.52347636,0.13928565,0.732,750000000,33438478336,244896096,6.26,9.039246,5.39,6277286,,Bilinmiyor,4657500160,6.210000038146973,-2.96875085,-0.63999939,-16.70543164,-3.678322494,,1790.3330964063143,0.5915811750911115
